K-means_label,category,title,abstract
0,0,On the Complexity of Multi-Agent Decision Making: From Learning in Games to Partial Monitoring,"A central problem in the theory of multi-agent reinforcement learning (MARL)
is to understand what structural conditions and algorithmic principles lead to
sample-efficient learning guarantees, and how these considerations change as we
move from few to many agents. We study this question in a general framework for
interactive decision making with multiple agents, encompassing Markov games
with function approximation and normal-form games with bandit feedback. We
focus on equilibrium computation, in which a centralized learning algorithm
aims to compute an equilibrium by controlling multiple agents that interact
with an unknown environment. Our main contributions are:
  - We provide upper and lower bounds on the optimal sample complexity for
multi-agent decision making based on a multi-agent generalization of the
Decision-Estimation Coefficient, a complexity measure introduced by Foster et
al. (2021) in the single-agent counterpart to our setting. Compared to the best
results for the single-agent setting, our bounds have additional gaps. We show
that no ""reasonable"" complexity measure can close these gaps, highlighting a
striking separation between single and multiple agents.
  - We show that characterizing the statistical complexity for multi-agent
decision making is equivalent to characterizing the statistical complexity of
single-agent decision making, but with hidden (unobserved) rewards, a framework
that subsumes variants of the partial monitoring problem. As a consequence, we
characterize the statistical complexity for hidden-reward interactive decision
making to the best extent possible.
  Building on this development, we provide several new structural results,
including 1) conditions under which the statistical complexity of multi-agent
decision making can be reduced to that of single-agent, and 2) conditions under
which the so-called curse of multiple agents can be avoided."
1,0,AI-Assisted Ethics? Considerations of AI Simulation for the Ethical Assessment and Design of Assistive Technologies,"Current ethical debates on the use of artificial intelligence (AI) in health
care treat AI as a product of technology in three ways: First, by assessing
risks and potential benefits of currently developed AI-enabled products with
ethical checklists; second, by proposing ex ante lists of ethical values seen
as relevant for the design and development of assisting technology, and third,
by promoting AI technology to use moral reasoning as part of the automation
process. Subsequently, we propose a fourth approach to AI, namely as a
methodological tool to assist ethical reflection. We provide a concept of an
AI-simulation informed by three separate elements: 1) stochastic human behavior
models based on behavioral data for simulating realistic settings, 2)
qualitative empirical data on value statements regarding internal policy, and
3) visualization components that aid in understanding the impact of changes in
these variables. The potential of this approach is to inform an
interdisciplinary field about anticipated ethical challenges or ethical
trade-offs in concrete settings and, hence, to spark a re-evaluation of design
and implementation plans. This may be particularly useful for applications that
deal with extremely complex values and behavior or with limitations on the
communication resources of affected persons (e.g., persons with dementia care
or for care of persons with cognitive impairment). Simulation does not replace
ethical reflection but does allow for detailed, context-sensitive analysis
during the design process and prior to implementation. Finally, we discuss the
inherently quantitative methods of analysis afforded by stochastic simulations
as well as the potential for ethical discussions and how simulations with AI
can improve traditional forms of thought experiments and future-oriented
technology assessment."
0,0,Model-free Motion Planning of Autonomous Agents for Complex Tasks in Partially Observable Environments,"Motion planning of autonomous agents in partially known environments with
incomplete information is a challenging problem, particularly for complex
tasks. This paper proposes a model-free reinforcement learning approach to
address this problem. We formulate motion planning as a probabilistic-labeled
partially observable Markov decision process (PL-POMDP) problem and use linear
temporal logic (LTL) to express the complex task. The LTL formula is then
converted to a limit-deterministic generalized B\""uchi automaton (LDGBA). The
problem is redefined as finding an optimal policy on the product of PL-POMDP
with LDGBA based on model-checking techniques to satisfy the complex task. We
implement deep Q learning with long short-term memory (LSTM) to process the
observation history and task recognition. Our contributions include the
proposed method, the utilization of LTL and LDGBA, and the LSTM-enhanced deep Q
learning. We demonstrate the applicability of the proposed method by conducting
simulations in various environments, including grid worlds, a virtual office,
and a multi-agent warehouse. The simulation results demonstrate that our
proposed method effectively addresses environment, action, and observation
uncertainties. This indicates its potential for real-world applications,
including the control of unmanned aerial vehicles (UAVs)."
1,0,Guaranteed Evader Detection in Multi-Agent Search Tasks using Pincer Trajectories,"Assume that inside an initial planar area there are smart mobile evaders
attempting to avoid detection by a team of sweeping searching agents. All
sweepers detect evaders with fan-shaped sensors, modeling the field of view of
real cameras. Detection of all evaders is guaranteed with cooperative sweeping
strategies, by setting requirements on sweepers' speed, and by carefully
designing their trajectories. Assume the smart evaders have an upper limit on
their speed which is a-priori known to the sweeping team. An easier task for
the team of sweepers is to confine evaders to the domain in which they are
initially located. The sweepers accomplish the confinement task if they move
sufficiently fast and detect evaders by applying an appropriate search
strategy. Any given search strategy results in a minimal sweeper's speed in
order to be able to detect all evaders. The minimal speed guarantees the
ability of the sweeping team to confine evaders to their original domain, and
if the sweepers move faster they are able to detect all evaders that are
present in the region. We present results on the total search time for a novel
pincer-movement based search protocol that utilizes complementary trajectories
along with adaptive sensor geometries for any even number of pursuers."
0,0,ICQ: A Quantization Scheme for Best-Arm Identification Over Bit-Constrained Channels,"We study the problem of best-arm identification in a distributed variant of
the multi-armed bandit setting, with a central learner and multiple agents.
Each agent is associated with an arm of the bandit, generating stochastic
rewards following an unknown distribution. Further, each agent can communicate
the observed rewards with the learner over a bit-constrained channel. We
propose a novel quantization scheme called Inflating Confidence for
Quantization (ICQ) that can be applied to existing confidence-bound based
learning algorithms such as Successive Elimination. We analyze the performance
of ICQ applied to Successive Elimination and show that the overall algorithm,
named ICQ-SE, has the order-optimal sample complexity as that of the
(unquantized) SE algorithm. Moreover, it requires only an exponentially sparse
frequency of communication between the learner and the agents, thus requiring
considerably fewer bits than existing quantization schemes to successfully
identify the best arm. We validate the performance improvement offered by ICQ
with other quantization methods through numerical experiments."
0,0,Learning to Seek: Multi-Agent Online Source Seeking Against Non-Stochastic Disturbances,"This paper proposes to leverage the emerging~learning techniques and devise a
multi-agent online source {seeking} algorithm under unknown environment. Of
particular significance in our problem setups are: i) the underlying
environment is not only unknown, but dynamically changing and also perturbed by
two types of non-stochastic disturbances; and ii) a group of agents is deployed
and expected to cooperatively seek as many sources as possible.
Correspondingly, a new technique of discounted Kalman filter is developed to
tackle with the non-stochastic disturbances, and a notion of confidence bound
in polytope nature is utilized~to aid the computation-efficient cooperation
among~multiple agents. With standard assumptions on the unknown environment as
well as the disturbances, our algorithm is shown to achieve sub-linear regrets
under the two~types of non-stochastic disturbances; both results are comparable
to the state-of-the-art. Numerical examples on a real-world pollution
monitoring application are provided to demonstrate the effectiveness of our
algorithm."
1,0,An Integrated System Dynamics and Discrete Event Supply Chain Simulation Framework for Supply Chain Resilience with Non-Stationary Pandemic Demand,"COVID-19 resulted in some of the largest supply chain disruptions in recent
history. To mitigate the impact of future disruptions, we propose an integrated
hybrid simulation framework to couple nonstationary demand signals from an
event like COVID-19 with a model of an end-to-end supply chain. We first create
a system dynamics susceptible-infected-recovered (SIR) model, augmenting a
classic epidemiological model to create a realistic portrayal of demand
patterns for oxygen concentrators (OC). Informed by this granular demand
signal, we then create a supply chain discrete event simulation model of OC
sourcing, manufacturing, and distribution to test production augmentation
policies to satisfy this increased demand. This model utilizes publicly
available data, engineering teardowns of OCs, and a supply chain illumination
to identify suppliers. Our findings indicate that this coupled approach can use
realistic demand during a disruptive event to enable rapid recommendations of
policies for increased supply chain resilience with controlled cost."
0,0,From Explicit Communication to Tacit Cooperation:A Novel Paradigm for Cooperative MARL,"Centralized training with decentralized execution (CTDE) is a widely-used
learning paradigm that has achieved significant success in complex tasks.
However, partial observability issues and the absence of effectively shared
signals between agents often limit its effectiveness in fostering cooperation.
While communication can address this challenge, it simultaneously reduces the
algorithm's practicality. Drawing inspiration from human team cooperative
learning, we propose a novel paradigm that facilitates a gradual shift from
explicit communication to tacit cooperation. In the initial training stage, we
promote cooperation by sharing relevant information among agents and
concurrently reconstructing this information using each agent's local
trajectory. We then combine the explicitly communicated information with the
reconstructed information to obtain mixed information. Throughout the training
process, we progressively reduce the proportion of explicitly communicated
information, facilitating a seamless transition to fully decentralized
execution without communication. Experimental results in various scenarios
demonstrate that the performance of our method without communication can
approaches or even surpasses that of QMIX and communication-based methods."
0,0,Double-Deck Multi-Agent Pickup and Delivery: Multi-Robot Rearrangement in Large-Scale Warehouses,"We introduce a new problem formulation, Double-Deck Multi-Agent Pickup and
Delivery (DD-MAPD), which models the multi-robot shelf rearrangement problem in
automated warehouses. DD-MAPD extends both Multi-Agent Pickup and Delivery
(MAPD) and Multi-Agent Path Finding (MAPF) by allowing agents to move beneath
shelves or lift and deliver a shelf to an arbitrary location, thereby changing
the warehouse layout. We show that solving DD-MAPD is NP-hard. To tackle
DD-MAPD, we propose MAPF-DECOMP, an algorithmic framework that decomposes a
DD-MAPD instance into a MAPF instance for coordinating shelf trajectories and a
subsequent MAPD instance with task dependencies for computing paths for agents.
We also present an optimization technique to improve the performance of
MAPF-DECOMP and demonstrate how to make MAPF-DECOMP complete for well-formed
DD-MAPD instances, a realistic subclass of DD-MAPD instances. Our experimental
results demonstrate the efficiency and effectiveness of MAPF-DECOMP, with the
ability to compute high-quality solutions for large-scale instances with over
one thousand shelves and hundreds of agents in just minutes of runtime."
0,0,Preference Inference from Demonstration in Multi-objective Multi-agent Decision Making,"It is challenging to quantify numerical preferences for different objectives
in a multi-objective decision-making problem. However, the demonstrations of a
user are often accessible. We propose an algorithm to infer linear preference
weights from either optimal or near-optimal demonstrations. The algorithm is
evaluated in three environments with two baseline methods. Empirical results
demonstrate significant improvements compared to the baseline algorithms, in
terms of both time requirements and accuracy of the inferred preferences. In
future work, we plan to evaluate the algorithm's effectiveness in a multi-agent
system, where one of the agents is enabled to infer the preferences of an
opponent using our preference inference algorithm."
0,0,SocNavGym: A Reinforcement Learning Gym for Social Navigation,"It is essential for autonomous robots to be socially compliant while
navigating in human-populated environments. Machine Learning and, especially,
Deep Reinforcement Learning have recently gained considerable traction in the
field of Social Navigation. This can be partially attributed to the resulting
policies not being bound by human limitations in terms of code complexity or
the number of variables that are handled. Unfortunately, the lack of safety
guarantees and the large data requirements by DRL algorithms make learning in
the real world unfeasible. To bridge this gap, simulation environments are
frequently used. We propose SocNavGym, an advanced simulation environment for
social navigation that can generate a wide variety of social navigation
scenarios and facilitates the development of intelligent social agents.
SocNavGym is light-weight, fast, easy-to-use, and can be effortlessly
configured to generate different types of social navigation scenarios. It can
also be configured to work with different hand-crafted and data-driven social
reward signals and to yield a variety of evaluation metrics to benchmark
agents' performance. Further, we also provide a case study where a Dueling-DQN
agent is trained to learn social-navigation policies using SocNavGym. The
results provides evidence that SocNavGym can be used to train an agent from
scratch to navigate in simple as well as complex social scenarios. Our
experiments also show that the agents trained using the data-driven reward
function displays more advanced social compliance in comparison to the
heuristic-based reward function."
0,0,Decentralized Inference via Capability Type Structures in Cooperative Multi-Agent Systems,"This work studies the problem of ad hoc teamwork in teams composed of agents
with differing computational capabilities. We consider cooperative multi-player
games in which each agent's policy is constrained by a private capability
parameter, and agents with higher capabilities are able to simulate the
behavior of agents with lower capabilities (but not vice-versa). To address
this challenge, we propose an algorithm that maintains a belief over the other
agents' capabilities and incorporates this belief into the planning process.
Our primary innovation is a novel framework based on capability type
structures, which ensures that the belief updates remain consistent and
informative without constructing the infinite hierarchy of beliefs. We also
extend our techniques to settings where the agents' observations are subject to
noise. We provide examples of games in which deviations in capability between
oblivious agents can lead to arbitrarily poor outcomes, and experimentally
validate that our capability-aware algorithm avoids the anti-cooperative
behavior of the naive approach in these toy settings as well as a more complex
cooperative checkers environment."
1,0,Ensoul: A framework for the creation of self organizing intelligent ultra low power systems (SOULS) through evolutionary enerstatic networks,"Ensoul is a framework proposed for the purpose of creating technologies that
create more technologies through the combined use of networks, and nests, of
energy homeostatic (enerstatic) loops and open-ended evolutionary techniques.
Generative technologies developed by such an approach serve as both simple, yet
insightful models of thermodynamically driven complex systems and as powerful
sources of novel technologies. ""Self Organizing intelligent Ultra Low power
Systems"" (SOULS) is a term that well describes the technologies produced by
such a generative technology, as well as the generative technology itself. The
term is meant to capture the abstract nature of such technologies as being
independent of the substrate in which they are embedded. In other words, SOULS
can be biological, artificial or hybrid in form."
0,0,N$\text{A}^\text{2}$Q: Neural Attention Additive Model for Interpretable Multi-Agent Q-Learning,"Value decomposition is widely used in cooperative multi-agent reinforcement
learning, however, its implicit credit assignment mechanism is not yet fully
understood due to black-box networks. In this work, we study an interpretable
value decomposition framework via the family of generalized additive models. We
present a novel method, named Neural Attention Additive
Q-learning~(N$\text{A}^\text{2}$Q), providing inherent intelligibility of
collaboration behavior. N$\text{A}^\text{2}$Q can explicitly factorize the
optimal joint policy induced by enriching shape functions to model all possible
coalitions of agents into individual policies. Moreover, we construct identity
semantics to promote estimating credits together with the global state and
individual value functions, where local semantic masks help us diagnose whether
each agent captures relevant-task information. Extensive experiments show that
N$\text{A}^\text{2}$Q consistently achieves superior performance compared to
different state-of-the-art methods on all challenging tasks, while yielding
human-like interpretability."
0,0,Centralized control for multi-agent RL in a complex Real-Time-Strategy game,"Multi-agent Reinforcement learning (MARL) studies the behaviour of multiple
learning agents that coexist in a shared environment. MARL is more challenging
than single-agent RL because it involves more complex learning dynamics: the
observations and rewards of each agent are functions of all other agents. In
the context of MARL, Real-Time Strategy (RTS) games represent very challenging
environments where multiple players interact simultaneously and control many
units of different natures all at once. In fact, RTS games are so challenging
for the current RL methods, that just being able to tackle them with RL is
interesting. This project provides the end-to-end experience of applying RL in
the Lux AI v2 Kaggle competition, where competitors design agents to control
variable-sized fleets of units and tackle a multi-variable optimization,
resource gathering, and allocation problem in a 1v1 scenario against other
competitors. We use a centralized approach for training the RL agents, and
report multiple design decisions along the process. We provide the source code
of the project: https://github.com/roger-creus/centralized-control-lux."
1,0,Focusing on Information Context for ITS using a Spatial Age of Information Model,"New technologies for sensing and communication act as enablers for
cooperative driving applications. Sensors are able to detect objects in the
surrounding environment and information such as their current location is
exchanged among vehicles. In order to cope with the vehicles' mobility, such
information is required to be as fresh as possible for proper operation of
cooperative driving applications. The age of information (AoI) has been
proposed as a metric for evaluating freshness of information; recently also
within the context of intelligent transportation systems (ITS). We investigate
mechanisms to reduce the AoI of data transported in form of beacon messages
while controlling their emission rate. We aim to balance packet collision
probability and beacon frequency using the average peak age of information
(PAoI) as a metric. This metric, however, only accounts for the generation time
of the data but not for application-specific aspects, such as the location of
the transmitting vehicle. We thus propose a new way of interpreting the AoI by
considering information context; thereby incorporating vehicles' locations. As
an example, we characterize such importance using the orientation and the
distance of the involved vehicles. In particular, we introduce a weighting
coefficient used in combination with the PAoI to evaluate the information
freshness; emphasizing on information from more important neighbors. We further
design the beaconing approach in a way to meet a given AoI requirement, thus,
saving resources on the wireless channel while keeping the AoI minimal. We
illustrate the effectiveness of our approach in Manhattan-like urban scenarios;
reaching pre-specified targets for the AoI of beacon messages."
0,0,SEA: A Spatially Explicit Architecture for Multi-Agent Reinforcement Learning,"Spatial information is essential in various fields. How to explicitly model
according to the spatial location of agents is also very important for the
multi-agent problem, especially when the number of agents is changing and the
scale is enormous. Inspired by the point cloud task in computer vision, we
propose a spatial information extraction structure for multi-agent
reinforcement learning in this paper. Agents can effectively share the
neighborhood and global information through a spatially encoder-decoder
structure. Our method follows the centralized training with decentralized
execution (CTDE) paradigm. In addition, our structure can be applied to various
existing mainstream reinforcement learning algorithms with minor modifications
and can deal with the problem with a variable number of agents. The experiments
in several multi-agent scenarios show that the existing methods can get
convincing results by adding our spatially explicit architecture."
0,0,PID-inspired modifications in response threshold models in swarm intelligent systems,"In this study, we investigate the effectiveness of using the PID
(Proportional - Integral - Derivative) control loop factors for modifying
response thresholds in a decentralized, non-communicating, threshold-based
swarm. Each agent in our swarm has a set of four thresholds, each corresponding
to a task the agent is capable of performing. The agent will act on a
particular task if the stimulus is higher than its corresponding threshold. The
ability to modify their thresholds allows the agents to specialize dynamically
in response to task demands. Current approaches to dynamic thresholds typically
use a learning and forgetting process to adjust thresholds. These methods are
able to effectively specialize once, but can have difficulty re-specializing if
the task demands change. Our approach, inspired by the PID control loop, alters
the threshold values based on the current task demand value, the change in task
demand, and the cumulative sum of previous task demands. We show that our
PID-inspired method is scalable and outperforms fixed and current learning and
forgetting response thresholds with non-changing, constant, and abrupt changes
in task demand. This superior performance is due to the ability of our method
to re-specialize repeatedly in response to changing task demands."
0,0,Stubborn: An Environment for Evaluating Stubbornness between Agents with Aligned Incentives,"Recent research in multi-agent reinforcement learning (MARL) has shown
success in learning social behavior and cooperation. Social dilemmas between
agents in mixed-sum settings have been studied extensively, but there is little
research into social dilemmas in fullycooperative settings, where agents have
no prospect of gaining reward at another agent's expense.
  While fully-aligned interests are conducive to cooperation between agents,
they do not guarantee it. We propose a measure of ""stubbornness"" between agents
that aims to capture the human social behavior from which it takes its name: a
disagreement that is gradually escalating and potentially disastrous. We would
like to promote research into the tendency of agents to be stubborn, the
reactions of counterpart agents, and the resulting social dynamics.
  In this paper we present Stubborn, an environment for evaluating stubbornness
between agents with fully-aligned incentives. In our preliminary results, the
agents learn to use their partner's stubbornness as a signal for improving the
choices that they make in the environment."
0,0,A Spatial Calibration Method for Robust Cooperative Perception,"Cooperative perception is a promising technique for enhancing the perception
capabilities of automated vehicles through vehicle-to-everything (V2X)
cooperation, provided that accurate relative pose transforms are available.
Nevertheless, obtaining precise positioning information often entails high
costs associated with navigation systems. Moreover, signal drift resulting from
factors such as occlusion and multipath effects can compromise the stability of
the positioning information. Hence, a low-cost and robust method is required to
calibrate relative pose information for multi-agent cooperative perception. In
this paper, we propose a simple but effective inter-agent object association
approach (CBM), which constructs contexts using the detected bounding boxes,
followed by local context matching and global consensus maximization. Based on
the matched correspondences, optimal relative pose transform is estimated,
followed by cooperative perception fusion. Extensive experimental studies are
conducted on both the simulated and real-world datasets, high object
association precision and decimeter level relative pose calibration accuracy is
achieved among the cooperating agents even with larger inter-agent localization
errors. Furthermore, the proposed approach outperforms the state-of-the-art
methods in terms of object association and relative pose estimation accuracy,
as well as the robustness of cooperative perception against the pose errors of
the connected agents. The code will be available at
https://github.com/zhyingS/CBM."
0,0,Studying the Impact of Semi-Cooperative Drivers on Overall Highway Flow,"Semi-cooperative behaviors are intrinsic properties of human drivers and
should be considered for autonomous driving. In addition, new autonomous
planners can consider the social value orientation (SVO) of human drivers to
generate socially-compliant trajectories. Yet the overall impact on traffic
flow for this new class of planners remain to be understood. In this work, we
present study of implicit semi-cooperative driving where agents deploy a
game-theoretic version of iterative best response assuming knowledge of the
SVOs of other agents. We simulate nominal traffic flow and investigate whether
the proportion of prosocial agents on the road impact individual or system-wide
driving performance. Experiments show that the proportion of prosocial agents
has a minor impact on overall traffic flow and that benefits of
semi-cooperation disproportionally affect egoistic and high-speed drivers."
0,0,Recomputing Solutions to Perturbed Multi-Commodity Pickup and Delivery Vehicle Routing Problems using Monte Carlo Tree Search,"The Multi-Commodity Pickup and Delivery Vehicle Routing Problem aims to
optimize the pickup and delivery of multiple unique commodities using a fleet
of several agents with limited payload capacities. This paper addresses the
challenge of quickly recomputing the solution to this NP-hard problem when
there are unexpected perturbations to the nominal task definitions, likely to
occur under real-world operating conditions. The proposed method first
decomposes the nominal problem by constructing a search tree using Monte Carlo
Tree Search for task assignment, and uses a rapid heuristic for routing each
agent. When changes to the problem are revealed, the nominal search tree is
rapidly updated with new costs under the updated problem parameters, generating
solutions quicker and with a reduced optimality gap, as compared to recomputing
the solution as an entirely new problem. Computational experiments are
conducted by varying the locations of the nominal problem and the payload
capacity of an agent to demonstrate the effectiveness of utilizing the nominal
search tree to handle perturbations for real-time implementation."
1,1,Statistical Estimation for Covariance Structures with Tail Estimates using Nodewise Quantile Predictive Regression Models,"This paper considers the specification of covariance structures with tail
estimates. We focus on two aspects: (i) the estimation of the VaR-CoVaR risk
matrix in the case of larger number of time series observations than assets in
a portfolio using quantile predictive regression models without assuming the
presence of nonstationary regressors and; (ii) the construction of a novel
variable selection algorithm, so-called, Feature Ordering by Centrality
Exclusion (FOCE), which is based on an assumption-lean regression framework,
has no tuning parameters and is proved to be consistent under general sparsity
assumptions. We illustrate the usefulness of our proposed methodology with
numerical studies of real and simulated datasets when modelling systemic risk
in a network."
1,1,Context-Dependent Heterogeneous Preferences: A Comment on Barseghyan and Molinari (2023),"Barseghyan and Molinari (2023) give sufficient conditions for
semi-nonparametric point identification of parameters of interest in a mixture
model of decision-making under risk, allowing for unobserved heterogeneity in
utility functions and limited consideration. A key assumption in the model is
that the heterogeneity of risk preferences is unobservable but
context-independent. In this comment, we build on their insights and present
identification results in a setting where the risk preferences are allowed to
be context-dependent."
1,1,Modeling Interference Using Experiment Roll-out,"Experiments on online marketplaces and social networks suffer from
interference, where the outcome of a unit is impacted by the treatment status
of other units. We propose a framework for modeling interference using a
ubiquitous deployment mechanism for experiments, staggered roll-out designs,
which slowly increase the fraction of units exposed to the treatment to
mitigate any unanticipated adverse side effects. Our main idea is to leverage
the temporal variations in treatment assignments introduced by roll-outs to
model the interference structure. We first present a set of model
identification conditions under which the estimation of common estimands is
possible and show how these conditions are aided by roll-out designs. Since
there are often multiple competing models of interference in practice, we then
develop a model selection method that evaluates models based on their ability
to explain outcome variation observed along the roll-out. Through simulations,
we show that our heuristic model selection method, Leave-One-Period-Out,
outperforms other baselines. We conclude with a set of considerations,
robustness checks, and potential limitations for practitioners wishing to use
our framework."
1,1,Nowcasting with signature methods,"Key economic variables are often published with a significant delay of over a
month. The nowcasting literature has arisen to provide fast, reliable estimates
of delayed economic indicators and is closely related to filtering methods in
signal processing. The path signature is a mathematical object which captures
geometric properties of sequential data; it naturally handles missing data from
mixed frequency and/or irregular sampling -- issues often encountered when
merging multiple data sources -- by embedding the observed data in continuous
time. Calculating path signatures and using them as features in models has
achieved state-of-the-art results in fields such as finance, medicine, and
cyber security. We look at the nowcasting problem by applying regression on
signatures, a simple linear model on these nonlinear objects that we show
subsumes the popular Kalman filter. We quantify the performance via a
simulation exercise, and through application to nowcasting US GDP growth, where
we see a lower error than a dynamic factor model based on the New York Fed
staff nowcasting model. Finally we demonstrate the flexibility of this method
by applying regression on signatures to nowcast weekly fuel prices using daily
data. Regression on signatures is an easy-to-apply approach that allows great
flexibility for data with complex sampling patterns."
1,1,Monitoring multicountry macroeconomic risk,"We propose a multicountry quantile factor augmeneted vector autoregression
(QFAVAR) to model heterogeneities both across countries and across
characteristics of the distributions of macroeconomic time series. The presence
of quantile factors allows for summarizing these two heterogeneities in a
parsimonious way. We develop two algorithms for posterior inference that
feature varying level of trade-off between estimation precision and
computational speed. Using monthly data for the euro area, we establish the
good empirical properties of the QFAVAR as a tool for assessing the effects of
global shocks on country-level macroeconomic risks. In particular, QFAVAR
short-run tail forecasts are more accurate compared to a FAVAR with symmetric
Gaussian errors, as well as univariate quantile autoregressions that ignore
comovements among quantiles of macroeconomic variables. We also illustrate how
quantile impulse response functions and quantile connectedness measures,
resulting from the new model, can be used to implement joint risk scenario
analysis."
1,1,Grenander-type Density Estimation under Myerson Regularity,"This study presents a novel approach to the density estimation of private
values from second-price auctions, diverging from the conventional use of
smoothing-based estimators. We introduce a Grenander-type estimator,
constructed based on a shape restriction in the form of a convexity constraint.
This constraint corresponds to the renowned Myerson regularity condition in
auction theory, which is equivalent to the concavity of the revenue function
for selling the auction item. Our estimator is nonparametric and does not
require any tuning parameters. Under mild assumptions, we establish the
cube-root consistency and show that the estimator asymptotically follows the
scaled Chernoff's distribution. Moreover, we demonstrate that the estimator
achieves the minimax optimal convergence rate."
1,1,Designing Discontinuities,"Discontinuities can be fairly arbitrary but also cause a significant impact
on outcomes in social systems. Indeed, their arbitrariness is why they have
been used to infer causal relationships among variables in numerous settings.
Regression discontinuity from econometrics assumes the existence of a
discontinuous variable that splits the population into distinct partitions to
estimate the causal effects of a given phenomenon. Here we consider the design
of partitions for a given discontinuous variable to optimize a certain effect
previously studied using regression discontinuity. To do so, we propose a
quantization-theoretic approach to optimize the effect of interest, first
learning the causal effect size of a given discontinuous variable and then
applying dynamic programming for optimal quantization design of discontinuities
that balance the gain and loss in the effect size. We also develop a
computationally-efficient reinforcement learning algorithm for the dynamic
programming formulation of optimal quantization. We demonstrate our approach by
designing optimal time zone borders for counterfactuals of social capital,
social mobility, and health. This is based on regression discontinuity analyses
we perform on novel data, which may be of independent empirical interest in
showing a causal relationship between sunset time and social capital."
1,1,Hierarchical DCC-HEAVY Model for High-Dimensional Covariance Matrices,"We introduce a new HD DCC-HEAVY class of hierarchical-type factor models for
conditional covariance matrices of high-dimensional returns, employing the
corresponding realized measures built from higher-frequency data. The modelling
approach features sophisticated asymmetric dynamics in covariances coupled with
straightforward estimation and forecasting schemes, independent of the
cross-sectional dimension of the assets under consideration. Empirical analyses
suggest the HD DCC-HEAVY models have a better in-sample fit, and deliver
statistically and economically significant out-of-sample gains relative to the
standard benchmarks and existing hierarchical factor models. The results are
robust under different market conditions."
1,1,Efficient Semiparametric Estimation of Average Treatment Effects Under Covariate Adaptive Randomization,"Experiments that use covariate adaptive randomization (CAR) are commonplace
in applied economics and other fields. In such experiments, the experimenter
first stratifies the sample according to observed baseline covariates and then
assigns treatment randomly within these strata so as to achieve balance
according to pre-specified stratum-specific target assignment proportions. In
this paper, we compute the semiparametric efficiency bound for estimating the
average treatment effect (ATE) in such experiments with binary treatments
allowing for the class of CAR procedures considered in Bugni, Canay, and Shaikh
(2018, 2019). This is a broad class of procedures and is motivated by those
used in practice. The stratum-specific target proportions play the role of the
propensity score conditional on all baseline covariates (and not just the
strata) in these experiments. Thus, the efficiency bound is a special case of
the bound in Hahn (1998), but conditional on all baseline covariates.
Additionally, this efficiency bound is shown to be achievable under the same
conditions as those used to derive the bound by using a cross-fitted
Nadaraya-Watson kernel estimator to form nonparametric regression adjustments."
1,1,The Newsvendor with Advice,"The standard newsvendor model assumes a stochastic demand distribution as
well as costs for overages and underages. The celebrated critical fractile
formula can be used to determine the optimal inventory levels. While the model
has been leveraged in numerous applications, often in practice more
characteristics and features of the problem are known. Using these features, it
is common to employ machine learning to predict inventory levels over the
classic newsvendor approach.
  An emerging line of work has shown how to use incorporate machine learned
predictions into models to circumvent lower bounds and give improved
performance. This paper develops the first newsvendor model that incorporates
machine learned predictions. The paper considers a repeated newsvendor setting
with nonstationary demand. There is a prediction is for each period's demand
and, as is the case in machine learning, the prediction can be noisy. The goal
is for an inventory management algorithm to take advantage of the prediction
when it is high quality and to have performance bounded by the best possible
algorithm without a prediction when the prediction is highly inaccurate.
  This paper proposes a generic model of a nonstationary newsvendor without
predictions and develops optimal upper and lower bounds on the regret. The
paper then propose an algorithm that takes a prediction as advice which,
without a priori knowledge of the accuracy of the advice, achieves the nearly
optimal minimax regret. The perforamce mataches the best possible had the
accuracy been known in advance. We show the theory is predictive of practice on
real data and demonstrtate emprically that our algorithm has a 14% to 19% lower
cost than a clairvoyant who knows the quality of the advice beforehand."
1,1,Semiparametrically Optimal Cointegration Test,"This paper aims to address the issue of semiparametric efficiency for
cointegration rank testing in finite-order vector autoregressive models, where
the innovation distribution is considered an infinite-dimensional nuisance
parameter. Our asymptotic analysis relies on Le Cam's theory of limit
experiment, which in this context takes the form of Locally Asymptotically
Brownian Functional (LABF). By leveraging the structural version of LABF, an
Ornstein-Uhlenbeck experiment, we develop the asymptotic power envelopes of
asymptotically invariant tests for both cases with and without a time trend. We
propose feasible tests based on a nonparametrically estimated density and
demonstrate that their power can achieve the semiparametric power envelopes,
making them semiparametrically optimal. We validate the theoretical results
through large-sample simulations and illustrate satisfactory size control and
excellent power performance of our tests under small samples. In both cases
with and without time trend, we show that a remarkable amount of additional
power can be obtained from non-Gaussian distributions."
1,1,Band-Pass Filtering with High-Dimensional Time Series,"The paper deals with the construction of a synthetic indicator of economic
growth, obtained by projecting a quarterly measure of aggregate economic
activity, namely gross domestic product (GDP), into the space spanned by a
finite number of smooth principal components, representative of the
medium-to-long-run component of economic growth of a high-dimensional time
series, available at the monthly frequency. The smooth principal components
result from applying a cross-sectional filter distilling the low-pass component
of growth in real time. The outcome of the projection is a monthly nowcast of
the medium-to-long-run component of GDP growth. After discussing the
theoretical properties of the indicator, we deal with the assessment of its
reliability and predictive validity with reference to a panel of macroeconomic
U.S. time series."
